id,doculect,concept,forms,lexstatid
585,Panará,CUT OFF.SG,s ɨ r ĭ,394
586,Panará,ALL,t ɜ̃,39
587,Panará,ADESS,h ɜ̃,29
588,Panará,STRONG,t ɜ t ĭ,1484
589,Panará,BROTHER,t õ,229
590,Panará,BELLY,t u,164
591,Panará,POTATO,i t t u,1158
592,Panará,OLD,t ũ ŋ,1038
593,Panará,DIE,t ɨ,429
594,Panará,KILL.SG,w ĩ r ĭ,829
595,Panará,ADESS,a h ɜ̃,29
596,Xavánte,PEOPLE,a ʔ u w ẽ,1109
597,Xavánte,ABL,w i,22
598,Xavánte,SCRAPE,w a w i,1293
599,Xavánte,TRUSTWORTHY,ĵ a w i,1612
600,Xavánte,KILL.SG,w ĩ w ĩ r ĩ,829
601,Xavánte,CUT OFF.SG,t a t a r i,395
602,Xavánte,THIS ONE,t a,1547
603,Xavánte,BEAT,t a ʔ a,153
604,Xavánte,BEAT,t a,153
605,Xavánte,KNOCK REPEATEDLY,t a t a ʔ a,837
606,Xavánte,KNOCK REPEATEDLY,t a t a,837
607,Xavánte,NEW,t e m,1017
608,Xavánte,NEW,t e,1017
609,Xavánte,DEW,a t e b r e,428
610,Xavánte,INSTR,n ɜ̃,793
611,Xavánte,STRONG,t ê t ê,1484
612,Xavánte,STRONG,t êː d ê,1484
613,Xavánte,DIE,d ɜ r ɜ d ɜ ʔ ɜ,430
614,Xavánte,DIE,d ɜ,429
615,Xavánte,BLACK,ʔ r ɜ̃ d ɜ,188
616,Xavánte,CAPYBARA,ʔ u m d ɜ,264
617,Xavánte,DESCEND,t o b r o,425
618,Xavánte,GO OUT,w a t o b r o,651
619,Xavánte,TONGUE,ñ õ j t o,1583
620,Xavánte,TONGUE,ñ õ t t o,1583
621,Xavánte,BURN GRASS,c u,242
622,Xavánte,THROB,t o t o,1557
623,Xavánte,WAX,t o m,1681
624,Xavánte,WAX,t o,1681
625,Xavánte,LOCK,ñ ĩ t o m,897
626,Xavánte,LOCK,ñ ĩ t o,897
627,Xavánte,PROH,t õ,1172
628,Xavánte,BROTHER,n õ j,230
629,Xavánte,BROTHER,n õ,230
630,Xavánte,BURST,w a n õ ʔ õ,244
631,Xavánte,BURST,w a n õ,244
632,Xavánte,CARRY,d u d u r i,270
633,Xavánte,MUTUCA,p i d u,993
634,Xavánte,PEE,t õ t õ r ĩ,1099
635,Xavánte,BELLY,d u,164
636,Xavánte,BELLY,n õ m õ,165
637,Xavánte,OLD,d u b ʔ r a t a,1039
638,Xavánte,OLD,d u b ʔ r aː d a,1039
639,Xerénte,PEOPLE,a k w ẽ,1109
640,Xerénte,ABL; MALEF,w i,23
641,Xerénte,SCRAPE,w a w i,1293
642,Xerénte,SHAKE,w a j w ẽ w a j w r ẽ,1324
643,Xerénte,TRUSTWORTHY,z a w i,1612
644,Xerénte,KILL.SG,w ĩ w r ĩ,829
645,Xerénte,CUT OFF.SG,t a t a r,395
646,Xerénte,HE,t a,708
647,Xerénte,NEW,t e m,1017
648,Xerénte,NEW,t e,1017
649,Xerénte,DEW,a t b r e,428
650,Xerénte,INSTR,n ɜ̃,793
651,Xerénte,STRONG,t t ê,1484
652,Xerénte,STRONG,t d ê,1484
653,Xerénte,DIE,d ɜ r ɜ d k ɜ,430
654,Xerénte,DIE,d ɜ,429
655,Xerénte,DARK,d k ɜ,409
656,Xerénte,CAPYBARA,k u m d ɜ m,264
657,Xerénte,CAPYBARA,k u m d ɜ,264
658,Xerénte,CROSS,t b r o,375
659,Xerénte,GO OUT,w a t b r o,651
660,Xerénte,TONGUE,n õ j t o,1583
661,Xerénte,IGNITE,s u,774
662,Xerénte,THROB,t o t o k o,1557
663,Xerénte,WAX,t o m,1681
664,Xerénte,MANUEL-DE-ABREU,p a t o,930
665,Xerénte,PRIV,t õ,1171
666,Xerénte,BROTHER,n õ r ê,230
667,Xerénte,BURST,w a n õ k õ,244
668,Xerénte,CARRY,d u d u r,270
669,Xerénte,MUTUCA,p i d u,993
670,Xerénte,PEE,t õ r ĩ,1099
671,Xerénte,BELLY,d u p,164
672,Xerénte,BELLY,n m õ,165
673,Xerénte,OLD,d u m d u m k r d a,1039
674,Panará,COME OUT,t ẽ,345
675,Panará,ERG,h ẽ,519
676,Panará,SHEATH,k w a t u j a,1328
677,Panará,RIPE,k w ɜ t i n t e p ĭ,1243
678,Panará,FAT,t u m ɜ̃,539
679,Panará,CUT,s ɨ r ĭ,388
680,Panará,HIT,s i s ɨ r ĭ,736
681,Panará,CURL,s õ s ɨ r ĭ,385
682,Panará,FLOWER,i j ɜ̃,590
683,Panará,BITE,ĩ n s a r ĭ,182
684,Panará,RAIN,ĩ n t a,1201
685,Panará,EYE,ĩ n t o,525
686,Panará,SNAIL,ĩ n t ô w,1390
687,Panará,FIRE,i s s ɨ,569
688,Panará,AMESCLA-AROEIRA,j ɜ̃ ŋ,44
689,Panará,SUCURI,j o t i,1489
690,Panará,SMOKE,a r é n e,1383
691,Panará,DREAM,i ú p i n t í n,454
692,Panará,HEAT UP,k u a t á u n ç ú n,721
693,Panará,HEAT UP,t i m u ç ú n k u á t ú,725
694,Panará,MOTHER,n ɜ̃ p j ɜ,965
695,Panará,BAT,n ɜ̃ n s ê p ĭ,131
696,Panará,LIE DOWN.SG,n õ,858
697,Panará,CHIGGER,p aː t ê,299
698,Panará,SHEET,p ɜ r ĭ s ô,1331
699,Panará,ASHAMED,p i j a s ɜ,85
700,Panará,LIP,s a k ɜ,873
701,Panará,ARMPIT,s a k r e,72
702,Panará,FLIGHT FEATHER,s a j a,583
703,Panará,ROOT,s a r ê,1255
704,Panará,NEST,s a s ê,1012
705,Panará,STAND.SG,s ɜ̃ː ŋ,1450
706,Panará,SEND,s ɜ̃ n t o r ĭ,1314
707,Panará,SIT.SG,s ĩ r ĭ,1355
708,Panará,GEN,s õ,624
709,Panará,FOOD,s õ,601
710,Panará,IN SEARCH OF,s uː,777
711,Panará,STAND.SG,s a r ĭ,1450
712,Panará,BIG BIRD,s ɜ,176
713,Panará,ENTER.SG,s ɜ,516
714,Panará,PAIN,s ɜ,1062
715,Panará,INSERT.SG,s ɜ r ĭ,791
716,Panará,BONE,s i,205
717,Panará,WIFE,s i p j ɜ,1709
718,Panará,ANIMAL,s o t i,51
719,Panará,EAT,p i s a s ô w,484
720,Panará,EAT,s ô w r ĭ,484
721,Panará,PUNCH,s u,1180
722,Panará,SEED,s ɨ,1310
723,Panará,LEG,t e,854
724,Panará,FISH,t e p ĭ,574
725,Panará,BURN,t i t ĭ,240
726,Xavánte,CONTAINER,ĵ e m,348
727,Xavánte,CONTAINER,ĵ e,348
728,Xavánte,SMOKE,ñ ĩ ĵ e,1384
729,Xavánte,PALM,ñ õ,1065
730,Xavánte,DIM,r ê,435
731,Xavánte,1.ERG,t ê,2
732,Xavánte,1+2.ERG,w a t ê,1
733,Xavánte,3.ERG,t ê,12
734,Xavánte,OTTER,t iː ʔ i,1050
735,Xavánte,BUSH,ʔ u n ẽ j r ê,248
736,Xavánte,BORA,a b ĵ ɜ,207
737,Xavánte,BREAK UP,a j ʔ u t õ,220
738,Xavánte,CHASE,c i ʔ u t õ r ĩ,287
739,Xavánte,FIRE CATERPILLAR,a m ĩ r u ru ʔ w a,571
740,Xavánte,BITE,c a c a r i,182
741,Xavánte,STAND.SG,c ɜ̃ c ɜ̃ r ĩ,1451
742,Xavánte,BAT,c i b i,131
743,Xavánte,BAT,c iː b i,131
744,Xavánte,PUNCH,c u ʔ u,1180
745,Xavánte,BELLY,d i ʔ i,164
746,Xavánte,BELLY,d i,164
747,Xavánte,GRASS,d u j,669
748,Xavánte,GRASS,d u,669
749,Xavánte,ENTER.SG,ɜ̃ ĵ e ĵ e b r e,517
750,Xavánte,BONE,h i,205
751,Xavánte,STAND.SG,ĵ a ĵ a m,1450
752,Xavánte,STAND.SG,ĵ a,1450
753,Xavánte,ARMPIT,ĵ a ʔ r ê,72
754,Xavánte,NEST,ĵ a c i,1012
755,Xavánte,HANG.SG,ĵ a c õ ĵ a c õ m r ĩ,701
756,Xavánte,AGUADO,ĵ a c u r u ĵ a c u k u,34
757,Xavánte,LIP,ĵ a j h ɜ j,873
758,Xavánte,LIP,ĵ a j h ɜ,873
759,Xavánte,CUT,ĵ a ĵ ɜ,388
760,Xavánte,CUT,ĵ a ĵ ɜ r i,388
761,Xavánte,CUT,c i ĵ ɜ,388
762,Xavánte,CUT,c i ĵ ɜ r i,388
763,Xavánte,CUT,c u ĵ ɜ,388
764,Xavánte,CUT,c u ĵ ɜ r i,388
765,Xavánte,CUT,ʔ a ĵ ɜ,388
766,Xavánte,CUT,ʔ a ĵ ɜ r i,388
767,Xavánte,PICK UP AND GET UP,ĵ a n ĩ,1118
768,Xavánte,BURN,ĵ aː d a,240
769,Xavánte,BURN,ĵ a t a,240
770,Xavánte,SQUEEZE,ĵ a t i,1439
771,Xavánte,SEND,ĵ a t õ ĵ a t õ r ĩ,1314
772,Xavánte,PAIN,ĵ e,1062
773,Xavánte,BITTER,ĵ e,184
774,Xavánte,URINE,ĵ e,1637
775,Xavánte,SWEET,ĵ ê j,1501
776,Xavánte,SWEET,ĵ ê,1501
777,Xavánte,IN SEARCH OF,ĵ ô,777
778,Xavánte,UNCLEAN,ĵ u,1629
779,Xavánte,PUNCH,ĵ u m,1180
780,Xavánte,PUNCH,ĵ u,1180
781,Xavánte,GLANS,ĵ u t u ʔ r ɜ̃,642
782,Xavánte,GRASSHOPPER,ĵ ɨː ĵ ɨ ʔ ɨ,671
783,Xavánte,GRASSHOPPER,ĵ ɨ ĵ ɨ,671
784,Xavánte,SUCK,w a p c õ m r ĩ,1488
785,Xavánte,GO.SG,n ẽ n ẽ m,656
786,Xavánte,GO.SG,n ẽ,656
787,Xavánte,INSERT,ñ ẽ ñ ẽ r ẽ,788
788,Xavánte,MOTHER,n ɜ̃,965
789,Xavánte,WEAVE,ñ ɜ̃ ñ ɜ̃ m r ĩ,1685
790,Xavánte,SEED,ĵ ɜ,1310
791,Xavánte,SEED,ñ ɜ̃ m ɜ̃,1311
792,Xavánte,SIT.SG,ñ ɜ̃ m r ɜ̃,1356
793,Xavánte,ASHAMED,ñ ĩ c e m,86
794,Xavánte,ASHAMED,ñ ĩ c e m,86
795,Xavánte,NOSE,ñ ĩ c i ʔ r ê,1032
796,Xavánte,FLOWER,ñ ĩ r ɜ̃ r ɜ̃,592
797,Xavánte,FOAM,ñ ĩ r o b o,597
798,Xavánte,FOOD,ñ õ,601
799,Xavánte,MISER,ñ õ j,954
800,Xavánte,MISER,ñ õ,954
801,Xavánte,LAY,n õ n õ m r ĩ,843
802,Xavánte,LIE DOWN.SG,n õ m r õ,859
803,Xavánte,BABASSU,n õ r õ j,95
804,Xavánte,BABASSU,n õ r õ,95
805,Xavánte,RESIN,r e,1227
806,Xavánte,ABANDON,r ẽ r ẽ m ẽ,18
807,Xavánte,DROP.PL,r ê r ê ʔ ê,466
808,Xavánte,DROP.PL,r ê r ê,466
809,Xavánte,NOISE,r ɜ̃ r ɜ̃,1025
810,Xavánte,NOISE,r ɜ̃ r ɜ̃ ʔ ɜ̃,1025
811,Xavánte,LOOK FOR,r ĩː n ĩ,904
812,Xavánte,LOOK AT,r ĩ t ĩ,903
813,Xavánte,LEG,t ê j,854
814,Xavánte,LEG,t ê,854
815,Xavánte,FISH,t ê p ê,574
816,Xavánte,FISH,t êː b ê,574
817,Xavánte,PLAY LIGHTLY,t e t e,1147
818,Xavánte,PLAY LIGHTLY,t eː d e,1147
819,Xavánte,RAIN,t ɜ̃ j,1201
820,Xavánte,RAIN,t ɜ̃,1201
821,Xavánte,TICK,t iː ʔ a,1567
822,Xavánte,ACURI,t i r i,27
823,Xavánte,TYPE OF PALM TREE FRUIT,t iː r i,1626
824,Xavánte,ARROW,t i ʔ i,80
825,Xavánte,ARROW,t i,80
826,Xavánte,EYE,t õ m õ,525
827,Xavánte,EYE,t o,525
828,Xavánte,ASK FOR,w a w a r i,89
829,Xavánte,STAR,w aː c i,1453
830,Xavánte,IMAGE,w aː r õ,775
831,Xavánte,RIB,w a j h i,1235
832,Xavánte,TEAR PEEL,w a ĵ u w a ĵ u r i,1532
833,Xavánte,FAT,w a,540
834,Xavánte,FAT,w a m,537
835,Xavánte,COME DOWN.SG,w a r a,343
836,Xavánte,SMOKE,w a r ĩ,1383
837,Xavánte,SHEET,w ê c u j r ɜ̃,1332
838,Xavánte,ROPE,w ê d ê ñ õ r õ,1259
839,Xavánte,ROPE,w ê d ê ñ õː r õ,1259
840,Xavánte,VEIN,ñ õ r õ,1645
841,Xavánte,VEIN,ñ õː r õ,1645
842,Xavánte,SNAIL,w ɜ̃ t ɜ̃ w ɜ̃,1391
843,Xavánte,SHEATH,ʔ a w ɜ̃ r ɜ̃,1329
844,Xavánte,DO,ʔ ɜ̃ n ẽ,443
845,Xavánte,BOIL,ʔ u c i,204
846,Xavánte,CATINGA,ʔ u ĵ e,277
847,Xavánte,FIRE,ʔ u ĵ ɜ,566
848,Xavánte,FIRE,ʔ u ñ ɜ̃ m ɜ̃,570
849,Xavánte,WASH,ʔ u p c õ ʔ u p c õ j,1669
850,Xavánte,WASH,ʔ u p c õ,1669
851,Xavánte,SLICK,ʔ u r e,1370
852,Xerénte,SMOKE,n ĩ z e,1384
853,Xerénte,DIM,r ê,435
854,Xerénte,CONTAINER,z e m,348
855,Xerénte,CONTAINER,z e,348
856,Xerénte,1.ERG,ĩ t ê w a t ê,3
857,Xerénte,2.ERG,t ê,7
858,Xerénte,DRY,a m z ɜ,471
859,Xerénte,SHEATH,a w r ɜ̃,1329
860,Xerénte,DEER GALL,a z e,422
861,Xerénte,BELLY,d k i,164
862,Xerénte,BELLY,d i,164
863,Xerénte,STAND.SG,d a,1452
864,Xerénte,STAND.SG,s a m,1450
865,Xerénte,STAND.SG,s a,1450
866,Xerénte,AGUADO,d a s u r u d a s u k u,34
867,Xerénte,GRASS,d u j,669
868,Xerénte,GRASS,d u,669
869,Xerénte,BONE,h i,205
870,Xerénte,COPAIBA,k r ɜ̃ j s k u,352
871,Xerénte,MILK STICK,a r e m s k u,951
872,Xerénte,HOIST,k r ɜ̃ j t i t o n ĩ s ê,738
873,Xerénte,MURUCI,k u n ẽ r ê s u j p o,989
874,Xerénte,FIRE,k u n m ɜ̃,570
875,Xerénte,FIRE,k u z ɜ,566
876,Xerénte,WASH,k u p s õ,1669
877,Xerénte,SLICK,k u r e,1370
878,Xerénte,BOIL,k u s i,204
879,Xerénte,CHASE,k u t õ k u t õ r ĩ,287
880,Xerénte,CATINGA,k u z e,277
881,Xerénte,NOSE,n k r ê,1032
882,Xerénte,INSERT.SG INSERT,n r ẽ,792
883,Xerénte,SIT.SG,n m r ɜ̃,1356
884,Xerénte,LIE DOWN.SG,n m r õ,859
885,Xerénte,GO.SG,n ẽ n ẽ m,656
886,Xerénte,GO.SG,n ẽ,656
887,Xerénte,WEAVE,n ɜ̃ m r,1685
888,Xerénte,FLOWER,n ĩ r n ɜ̃,592
889,Xerénte,ASHAMED,n ĩ s s e,86
890,Xerénte,END,n ĩ s t u,506
891,Xerénte,END,n ĩ s d u,506
892,Xerénte,SEED,n m ɜ̃,1311
893,Xerénte,SEED,z ɜ,1310
894,Xerénte,LAY,n õ n õ m r,843
895,Xerénte,MISER,n õ j,954
896,Xerénte,MISER,n õ,954
897,Xerénte,COCONUT,n r õ j,333
898,Xerénte,COCONUT,n r õ,333
899,Xerénte,LOOK AT,r t ĩ,903
900,Xerénte,ABANDON,r ẽ r m ẽ,18
901,Xerénte,MILK STICK,r e m r ɜ̃,952
902,Xerénte,MILK STICK,a r e m s k u,951
903,Xerénte,DROP.PL,r ê r k ê,466
904,Xerénte,DROP.PL,r ê r ê,466
905,Xerénte,FAT,r o m w a,540
906,Xerénte,CORAL SNAKE,r u r u k w a,353
907,Xerénte,PUNCH,s u,1180
908,Xerénte,BITE,s a s a r,182
909,Xerénte,BITE,w a s a w a s a r,182
910,Xerénte,SPIDER,s b i,1430
911,Xerénte,SEA FISHERMAN,s e,1305
912,Xerénte,STAND.SG,s ɜ̃ s ɜ̃ r,1451
913,Xerénte,SHEET,s u,1333
914,Xerénte,PLAY LIGHTLY,t t e,1147
915,Xerénte,ARROW,t k i,80
916,Xerénte,ARROW,t i,80
917,Xerénte,LEG,t ê,854
918,Xerénte,RAIN,t ɜ̃ j,1201
919,Xerénte,RAIN,t ɜ̃,1201
920,Xerénte,OTTER,t i w a w ẽ,1051
921,Xerénte,TICK,t i,1567
922,Xerénte,EYE,t m õ,525
923,Xerénte,EYE,t o,525
924,Xerénte,FISH,t p ê,574
925,Xerénte,FISH,t b ê,574
926,Xerénte,SYAGRUS CEARENSIS,t r i k w a t o m r ê,1510
927,Xerénte,COME DOWN.SG,w r a,343
928,Xerénte,RIB,w a h i,1235
929,Xerénte,MOON,w a j,964
930,Xerénte,MOON,w a,964
931,Xerénte,SOUR,w a m t p a,1414
932,Xerénte,SUCK,w a p s õ,1488
933,Xerénte,ASK FOR,w a r i,89
934,Xerénte,SMOKE,w a r ĩ,1383
935,Xerénte,STAR,w a s i,1453
936,Xerénte,TEAR,w a z u,1529
937,Xerénte,ROPE,w d ê n r ô,1259
938,Xerénte,VEIN,w a n r õ,1645
939,Xerénte,FIBROUS,s r õ,559
941,Xerénte,BUTTOCKS,z a j h ɜ,251
942,Xerénte,PICK UP AND GET UP,z a n ĩ,1118
943,Xerénte,NEST,z a s i,1012
944,Xerénte,HANG,z a s õ z a s õ m r,698
945,Xerénte,BURN,z a t a,240
946,Xerénte,SQUEEZE,z a t i,1439
947,Xerénte,SEND,z a t õ z a t õ r,1314
948,Xerénte,CUT,z a z ɜ z a z ɜ r,388
949,Xerénte,CUT,s u z ɜ s u z ɜ r,388
950,Xerénte,CUT,k a z ɜ k a z ɜ r,388
951,Xerénte,SALIVA,z d a r e,1278
952,Xerénte,PENIS,z d u,1104
953,Xerénte,PAIN,z e,1062
954,Xerénte,BITTER,z e,184
955,Xerénte,BLADDER,z e,191
956,Xerénte,ENTER.SG,z e b r e,517
957,Xerénte,SWEET,z ê ĩ,1501
958,Xerénte,SWEET,z ê,1501
959,Xerénte,IN SEARCH OF,z ô,777
960,Xerénte,WISDOM,z u,1720
961,Xerénte,PUNCH,z u m,1180
962,Xerénte,PUNCH,z u,1180
963,Xerénte,GRASSHOPPER,z ɨ z ɨ,671
964,Panará,HOUSE,k w a,754
965,Panará,WIND,ç a k ô,1715
966,Panará,BASKET,k ɜ ̃ŋ,130
967,Panará,BE DRY,a k ũ ŋ,136
968,Panará,NAME,i s s i,996
969,Panará,FATHER,j u m p j ɜ,543
970,Panará,CHEST,ç u k ô t,293
971,Panará,SKIN,k ɜ,1358
972,Panará,CUT.PL,k ɜ r ̆i,399
973,Panará,STONE,k ĩ ẽ j,1472
974,Panará,ARTICULATION,k õ,81
975,Panará,CICADA,k o k o t ̆i,306
976,Panará,EAT.PL,k u r ̆i,490
977,Panará,DIG,k w ɜ ̃ŋ,431
978,Panará,BEIJU MANIOC WITH MEAT,k w ɨː,160
979,Panará,MEAT,ñ ĩ,941
980,Panará,GEN,ñ ĩ,625
981,Panará,FECES BRAIN,ñ ĩː,554
982,Panará,BLOW,s a k ô r ̆i,199
983,Panará,MOUTH,s a k u a,979
984,Panará,LAY DOWN.PL,s a s w ɜ r ̆i,844
985,Panará,CLOTH,s ê,321
986,Panará,CHEST,s õ k w a,296
987,Panará,TOOTH,s w a,1587
988,Panará,SOUR SALT,s ô a,1415
989,Panará,QUATI,s w a k õ,1197
990,Panará,BATHE,s w ɜ r ̆i,133
991,Xavánte,OWNER,ʔ w a j,1060
992,Xavánte,OWNER,ʔ w a,1060
993,Xavánte,SOUR SALT,ʔ ĩ ʔ w a w aː h ɜ,1416
994,Xavánte,EAT.INTR.PL,c a j h u,489
995,Xavánte,EAT.INTR.PL,c a j h u r i,489
996,Xavánte,DRINK.PL,ʔ ɜ h u,463
997,Xavánte,DRINK.PL,ʔ ɜ h u r i,463
998,Xavánte,FUCK,h u,616
999,Xavánte,FUCK,h u r i,616
1000,Xavánte,SING (BIRDS),h ɜ h ɜ r ɜ,1349
1001,Xavánte,CUT.PL,h ɜ h ɜ r i,399
1002,Xavánte,CUT.PL,ʔ a h ɜ ʔ a h ɜ r i,399
1003,Xavánte,STOP.DU.PL,ĵ a h ɜ,1474
1004,Xavánte,STOP.DU.PL,ĵ a h ɜ r i,1474
1005,Xavánte,SKIN,h ɜ j,1359
1006,Xavánte,SKIN,h ɜ,1359
1007,Xavánte,TOP,h ɜ j,1590
1008,Xavánte,SKY,h ɜ j w a,1363
1009,Xavánte,PUT DEI- TADO.SG,h i h i r i,1190
1010,Xavánte,FOG DRY SEASON,h u ñ ĩ ĵ e,598
1011,Xavánte,FOG DRY SEASON,w a h u m,599
1012,Xavánte,FOG DRY SEASON,w a h u,599
1013,Xavánte,YAWN,ĵ a d a ĵ a ʔ a,1743
1014,Xavánte,MOUTH,ĵ a d a w a,980
1015,Xavánte,BLOW,ĵ a ʔ u ĵ a ʔ u r i,201
1016,Xavánte,LAY DOWN.PL,ĵ a ʔ w a ĵ a ʔ w a r i,845
1017,Xavánte,PUS,ĵ u b r u,1185
1018,Xavánte,PUS,ĵ u b r u j,1185
1019,Xavánte,FECES BRAIN,ñ ɜ ̃n ̃ɜ,555
1020,Xavánte,FECES BRAIN,ñ ̃ɜː n ɜ w a ñ ɜ ̃n ̃ɜ,555
1021,Xavánte,FECES BRAIN,w a ñ ̃ɜː n ɜ,555
1022,Xavánte,MEAT,ñ ĩ,941
1023,Xavánte,NAME,ñ ĩ c i,996
1024,Xavánte,NAME,ñ ĩː c i,996
1025,Xavánte,GEN,ñ ĩ m,625
1026,Xavánte,ELBOW,ñ ĩ m ĩ ĵ a ʔ õː n õ,497
1027,Xavánte,HUSH,p a r a ʔ õ t õ,771
1028,Xavánte,HUSH,p a r a ʔ õː n õ,771
1029,Xavánte,CLAW,ñ ĩ p o,311
1030,Xavánte,HOUSE,ñ õ r õ w a,755
1031,Xavánte,STERNUM,ñ õ w a,1460
1032,Xavánte,STERNUM,ñ õː w a,1460
1033,Xavánte,CHEST,ñ o ʔ u t u,294
1034,Xavánte,CHEST,ñ õ ʔ uː d u,294
1035,Xavánte,WIND,r oː w a ʔ u ʔ u,1716
1036,Xavánte,WIND,r oː w a ʔ u,1716
1037,Xavánte,BREAK CHESTNUT,w a  w a r i ʔ u w a ʔ u w a r i,219
1038,Xavánte,QUATI,w a ʔ õ,1197
1039,Xavánte,IN THE MIDDLE,w a ʔ w a j,779
1040,Xavánte,IN THE MIDDLE,w a ʔ w a,779
1041,Xavánte,THORN,w ê d ê ñ ĩ,1548
1042,Xavánte,PARTRIDGE,w i ʔ i,1083
1043,Xavánte,WHITE,ʔ a,1704
1044,Xavánte,COUGH,ʔ a ʔ a,359
1045,Xavánte,COUGH,ʔ a,359
1046,Xavánte,STONE,ʔ ẽ t ẽ,1471
1047,Xavánte,STONE,ʔ ẽː n ẽ,1471
1048,Xavánte,NEG,ʔ i d i ʔ i t i,1010
1049,Xavánte,COCK,ʔ õ m õ,329
1050,Xavánte,COCK,ʔ u,330
1051,Xavánte,CICADA,ʔ o t o,307
1052,Xavánte,CICADA,ʔ oː d o,307
1053,Xavánte,SPINE,ʔ u,1433
1054,Xavánte,FOREHEAD,ʔ u j h ɜ j,606
1055,Xavánte,FOREHEAD,ʔ u j h ɜ,606
1056,Xavánte,FLY,ʔ u p u,594
1057,Xavánte,FLY,ʔ uː b u,594
1058,Xavánte,TOOTH,ʔ w a,1587
1059,Xerénte,OWNER,k w a j,1060
1060,Xerénte,OWNER,k w a,1060
1061,Xerénte,EAT.PL,k a h u,491
1062,Xerénte,EAT.PL,k a h u r i,491
1063,Xerénte,SOUR SALT,k ɜ k w a r ̃ɜ,1417
1064,Xerénte,SING (BIRDS),h ɜ h r ɜ,1349
1065,Xerénte,SKIN,h ɜ j,1359
1066,Xerénte,SKIN,h ɜ,1359
1067,Xerénte,SKY,h ɜ j w a,1363
1068,Xerénte,PUT DEI- TADO.SG,h i h r i,1190
1069,Xerénte,FOG DRY SEASON,h u w a h u,599
1070,Xerénte,CICADA,k d o,307
1071,Xerénte,WHITE,k a,1704
1072,Xerénte,NEG,k d i k t i,1010
1073,Xerénte,COUGH,k k a,359
1074,Xerénte,COCK,k m õ,329
1075,Xerénte,COCK,k u,330
1076,Xerénte,FLY,k p u,594
1077,Xerénte,FLY,k b u,594
1078,Xerénte,STONE,k t ẽ,1471
1079,Xerénte,STONE,k n ẽ,1471
1080,Xerénte,SPINE,k u,1433
1081,Xerénte,FOREHEAD,k u j h ɜ j,606
1082,Xerénte,FOREHEAD,k u j h ɜ,606
1083,Xerénte,TOOTH,k w a,1587
1084,Xerénte,STOP.PL,z a h ɜ r i,1475
1085,Xerénte,"CUT.DU, CUT.PL",k a h ɜ,398
1086,Xerénte,"CUT.DU, CUT.PL",k a h ɜ r i,398
1087,Xerénte,MEAT,n ĩ,941
1088,Xerénte,CLAW,n ĩ k b o,311
1089,Xerénte,GEN,n ĩ m,625
1090,Xerénte,NAME,n ĩ s i z e,996
1091,Xerénte,FECES BRAIN,n n ̃ɜ w a n n ̃ɜ,555
1092,Xerénte,CHEST,n õ k n õ,295
1093,Xerénte,STERNUM,n õ w a,1460
1094,Xerénte,HOUSE,n r õ w a,755
1095,Xerénte,ONE,p i c i,1041
1096,Xerénte,ARTICULATION,p r a k t õ,82
1097,Xerénte,ARTICULATION,p r a k n õ,82
1098,Xerénte,WIND,w a k k u,1716
1099,Xerénte,QUATI,w a k õ,1197
1100,Xerénte,THORN,w d ê n ĩ,1548
1101,Xerénte,BEIJU MANIOC WITH MEAT,w ɜ r k b u,161
1102,Xerénte,PARTRIDGE,w i k i,1083
1103,Xerénte,HAIR,z a h i,690
1104,Xerénte,LAY DOWN.PL,z a j k w a z a j k w a r,845
1105,Xerénte,BLOW,z a k u z a k u r,201
1106,Xerénte,PUS,z b r u j,1185
1107,Xerénte,PUS,z b r u,1185
1108,Xerénte,MOUTH,z d a w a,980
1109,Xerénte,YAWN,z d a z a k a,1743
1110,Xerénte,BLACK (IN COMPOUNDS),k r ɜ̃,189
1111,Xavánte,LIQUID,w a ʔ u,879
1112,Xerénte,SOFTEN,d ê b r,1406
1113,Panará,PUNCH,ŋ k ɜ̃ r ĩ,1182
1114,Panará,SCRATCH,t i n u k r ê,1296
1115,Panará,WET,k o w,1692
1116,Xerénte,BURN,k r ɜ̃ m ĩ,241
1117,Panará,CRICKET,t o k r i t ̆i,371
1118,Panará,2INT (CLASS I),a,9
1119,Xavánte,HAND,ñ ĩ b k r a t a,694
1120,Xavánte,HAND,ñ ĩ b k r aː d a,694
1121,Xerénte,2INT (CLASS I),a j,10
1122,Xavánte,DANCE,a j ʔ r ẽ,401
1123,Xerénte,TIRI-RICA SEED,a k e,1580
1124,Xerénte,WHITE ARMADILLO,a k r i,1705
1125,Xerénte,HOLE,a p k r ê,743
1126,Xavánte,GIVE,c õ c õ m r ĩ,641
1127,Xerénte,METAL,h d ɜ,948
1128,Xavánte,COLD,h ɜ,338
1129,Xavánte,MEN’S HOUSE,h ɜ,947
1130,Xerénte,COLD,h ɜ,338
1131,Xavánte,METAL,h ɜ d ɜ,948
1132,Xavánte,AXE,h ɜ t ɜ r a,93
1133,Xavánte,ANGRY,h ɜ ʔ ɜ,50
1134,Xavánte,ANGRY,h ɜ,50
1135,Xerénte,KNEE,h i k r ɜ̃ j t i,835
1136,Xavánte,KNEE,h i ʔ r ɜ̃ t i,835
1137,Xerénte,1INT,ĩ,4
1138,Panará,TAPIR,i k k j ɨ t ̆i,1523
1139,Panará,MEN’S HOUSE,ĩ ŋ k ɜ,946
